Date,High,Low,Open,Close,Volume,Adj Close
2015-01-02,105.55000305175781,104.12999725341797,105.05000305175781,104.5199966430664,5753600.0,90.53459167480469
2015-01-05,104.7300033569336,103.68000030517578,104.4800033569336,103.79000091552734,8079300.0,89.90226745605469
2015-01-06,104.98999786376953,102.94000244140625,104.33999633789062,103.27999877929688,7428000.0,89.46051025390625
2015-01-07,105.83000183105469,103.80999755859375,103.91000366210938,105.55999755859375,7931700.0,91.43543243408203
2015-01-08,106.48999786376953,105.75,106.05999755859375,106.38999938964844,9916000.0,92.15438079833984
2015-01-09,106.5,104.75,106.5,104.94000244140625,7364800.0,90.89839935302734
2015-01-12,105.81999969482422,104.30000305175781,105.16999816894531,104.58000183105469,6839000.0,90.5865707397461
2015-01-13,106.33000183105469,104.23999786376953,105.44000244140625,104.76000213623047,10151100.0,90.74247741699219
2015-01-14,104.43000030517578,103.51000213623047,103.86000061035156,104.0,8887700.0,90.08419036865234
2015-01-15,103.93000030517578,101.94999694824219,102.97000122070312,102.48999786376953,10834800.0,88.77623748779297
2015-01-16,104.62000274658203,102.0,102.05999755859375,104.04000091552734,14092300.0,90.11883544921875
2015-01-20,102.05000305175781,100.26000213623047,101.55000305175781,101.29000091552734,20460000.0,87.73678588867188
2015-01-21,102.0999984741211,100.4000015258789,100.55999755859375,101.9000015258789,11702900.0,88.26516723632812
2015-01-22,103.83000183105469,101.56999969482422,102.38999938964844,103.76000213623047,9036600.0,89.87628936767578
2015-01-23,102.97000122070312,101.94000244140625,102.94000244140625,102.19999694824219,10126000.0,88.52503204345703
2015-01-26,102.44999694824219,101.20999908447266,101.80000305175781,102.26000213623047,8962800.0,88.57699584960938
2015-01-27,102.7699966430664,100.93000030517578,101.83000183105469,102.08999633789062,10160500.0,88.42973327636719
2015-01-28,102.93000030517578,101.44000244140625,102.4800033569336,101.4800033569336,9053200.0,87.90137481689453
2015-01-29,102.45999908447266,100.66999816894531,101.51000213623047,102.37999725341797,7569300.0,88.68094635009766
2015-01-30,102.0,100.08999633789062,101.58000183105469,100.13999938964844,10676300.0,86.74066162109375
2015-02-02,100.8499984741211,99.37999725341797,100.48999786376953,100.83000183105469,8990700.0,87.33834075927734
2015-02-03,102.55999755859375,101.12000274658203,101.4000015258789,102.45999908447266,10005200.0,88.75022888183594
2015-02-04,102.44999694824219,101.0199966430664,102.12000274658203,101.36000061035156,9514100.0,87.79742431640625
2015-02-05,102.55999755859375,101.45999908447266,101.56999969482422,102.45999908447266,6642200.0,88.75022888183594
2015-02-06,102.44999694824219,100.83000183105469,102.11000061035156,101.0999984741211,9215700.0,87.57218933105469
2015-02-09,101.05999755859375,99.0999984741211,101.05999755859375,99.77999877929688,9851700.0,86.42884063720703
2015-02-10,100.69999694824219,99.43000030517578,100.19000244140625,100.3499984741211,12275500.0,86.92256927490234
2015-02-11,100.79000091552734,99.94999694824219,100.45999908447266,100.37999725341797,8177000.0,86.94854736328125
2015-02-12,100.54000091552734,97.1500015258789,100.5,98.44000244140625,25835200.0,85.26813507080078
2015-02-13,99.66999816894531,98.33000183105469,98.44000244140625,99.62000274658203,11153600.0,86.29025268554688
